#Version:1
e,12.0.0.0/8,10.10.4.50,0,0,0,<100_300_50>{80_701_703},i
e,14.23.112.0/24,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,16.23.114.0/24,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,17.36.116.0/23,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,22.0.0.0/8,10.10.4.50,0,0,0,<100_300>{50}{80_701_703},i
e,24.23.112.0/24,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,25.23.113.0/24,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,26.23.114.0/24,10.10.4.50,0,0,0,<100_300>{50}{21889},i
e,52.0.0.0/8,10.10.4.50,0,0,0,<100_300_50_80_701_703>,i
e,54.23.112.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,55.23.113.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,56.23.114.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,57.36.116.0/23,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,58.0.0.0/8,10.10.4.50,0,0,0,<100_300_50_80_701_703>,i
e,59.0.0.0/8,10.10.4.50,0,0,0,<100_300_50_80_701_703>,i
e,60.23.112.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,61.23.113.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
e,62.23.114.0/24,10.10.4.50,0,0,0,<100_300_50_21889>,i
